district,bedrooms,halls,area,floor,subway,school,price
石景山,1,1,66.70324258,low,1,0,4.127465148
东城,2,1,75.88723982,high,1,1,8.311036357
东城,3,1,81.63777082,high,0,0,4.520121175
东城,3,2,209.4977397,low,1,0,5.585646418
东城,3,1,69.82181883,low,1,1,8.86726228
朝阳,3,2,163.0307679,middle,1,0,6.018988091
石景山,1,1,59.77647283,middle,1,0,3.247021785
西城,1,2,60.70777921,low,1,0,7.283796709
丰台,4,2,187.9505275,high,0,0,4.783176288
海淀,2,1,114.1528329,low,1,0,9.316212966
丰台,5,3,130.1993067,low,1,0,7.611309343
西城,2,1,72.26104705,middle,1,1,10.36540946
东城,2,1,58.98458005,low,1,1,8.794570477
朝阳,2,2,112.0547212,middle,1,1,5.785338394
海淀,3,2,141.6148742,high,1,0,5.443555829
西城,4,1,240.4776664,high,0,1,10.7890529
东城,2,1,62.71693477,high,1,0,9.222898708
西城,1,1,46.83237476,middle,0,0,10.91842643
西城,2,1,55.42307802,high,0,1,10.35437443
石景山,1,1,56.90526462,low,1,0,4.623460246
朝阳,3,2,108.1557484,middle,1,0,5.277527451
朝阳,3,2,117.6565387,middle,1,0,4.373716753
东城,2,1,89.2857164,low,1,1,7.472374289
海淀,2,2,111.3020703,low,1,0,4.971646741
丰台,1,1,39.33483163,middle,1,0,6.116662029
东城,2,1,113.9380705,low,1,1,8.502269168
朝阳,2,2,91.09379235,low,0,1,5.211851167
朝阳,1,0,51.95254009,middle,1,1,6.499200756
朝阳,2,2,84.48602485,middle,1,1,10.29307141
东城,4,2,247.0049593,low,1,0,4.93118593
西城,1,1,64.22303759,middle,1,0,6.908072246
西城,3,1,79.22770921,middle,1,0,6.649403139
海淀,2,1,54.52845703,middle,1,1,8.04033231
朝阳,3,2,126.8489536,high,1,0,4.836389686
石景山,2,1,63.43103679,high,1,0,4.858974295
丰台,1,1,76.74977105,middle,0,0,3.710496948
西城,3,1,82.65642551,middle,1,1,9.363869309
东城,2,2,114.2151066,low,1,0,4.748365483
西城,1,1,60.65968666,high,1,1,9.961335904
海淀,3,2,110.7276054,middle,1,0,5.549538804
石景山,3,2,89.28934344,low,1,0,8.473452756
西城,4,2,266.1526965,middle,1,1,13.49542449
海淀,1,0,67.8678553,low,1,1,12.86487011
海淀,3,2,153.7268773,middle,0,0,7.538884148
东城,2,1,77.12548261,middle,1,1,7.551613193
丰台,2,1,58.16329208,high,1,0,4.043273547
东城,1,0,46.98739205,middle,1,1,8.636912954
丰台,2,2,70.17331618,low,1,0,5.068878471
海淀,2,1,89.95793058,high,1,1,7.698870735
东城,3,2,146.0251711,middle,0,0,4.001231397
东城,1,1,63.75835453,middle,1,1,6.151350147
西城,2,1,55.19087017,middle,1,0,7.602850559
石景山,2,1,59.82903407,low,1,0,3.82140772
东城,1,1,79.32300688,middle,1,0,8.108662653
石景山,2,2,125.0402654,low,1,0,6.161428032
丰台,3,1,135.1767714,low,1,0,4.506577823
丰台,2,2,116.0234829,low,1,0,4.901056229
东城,3,1,69.20452241,middle,1,1,8.422256411
朝阳,2,1,83.87436857,middle,1,1,5.16731373
西城,3,1,73.06189426,high,1,1,10.41965648
石景山,2,1,65.32985221,low,1,0,4.071688835
石景山,3,2,153.177059,high,1,0,4.583006798
朝阳,2,2,144.0566408,high,1,0,6.9296242
海淀,3,1,102.6533143,high,0,1,5.502883652
朝阳,3,1,94.91459819,middle,1,0,4.669535156
朝阳,3,1,88.65621142,middle,1,0,4.438679422
丰台,3,2,114.1950189,high,1,0,5.248539491
海淀,2,1,59.85969886,middle,1,0,8.14359231
东城,3,1,109.6137637,low,1,0,7.201864674
东城,2,2,105.1506033,high,1,0,9.128698416
丰台,1,1,58.36523273,high,1,0,4.984908737
石景山,3,1,106.3731146,low,1,0,4.176372258
朝阳,3,1,73.3762102,middle,1,0,6.354799568
东城,3,1,87.62459664,middle,1,0,9.945496962
丰台,2,1,59.98995666,middle,1,0,4.72936906
丰台,2,1,55.56589537,high,1,0,4.076912864
西城,1,1,47.96148025,middle,1,1,12.77374025
西城,3,1,63.79438962,middle,1,1,9.031036739
朝阳,3,2,110.7287898,middle,1,1,5.26585753
东城,2,1,55.09886913,high,0,0,4.334067011
朝阳,3,2,166.7132079,high,1,0,4.403605444
石景山,2,1,59.2047797,middle,1,0,4.009778832
朝阳,2,2,98.54315104,high,1,0,5.078555905
海淀,2,1,66.67224136,middle,1,0,7.262495089
丰台,3,2,115.8666242,middle,1,0,5.849463357
海淀,2,1,90.54536484,high,0,0,5.610792976
西城,3,1,57.03825177,high,1,1,9.986801362
东城,2,1,59.96650335,high,1,1,7.401378813
海淀,2,1,58.65233265,high,1,1,10.80670643
丰台,2,1,80.97013579,middle,1,0,4.241421634
东城,3,2,155.7472526,high,1,1,6.761600785
石景山,1,1,47.2905127,middle,1,0,5.215126714
东城,1,1,47.5051758,low,1,1,9.967297789
海淀,2,2,93.22294952,low,1,0,7.783916284
东城,4,1,84.8061913,high,1,1,9.329970627
海淀,2,1,72.23783458,low,0,1,6.778742602
西城,3,1,76.57632696,high,1,1,9.769984042
海淀,1,1,55.12634185,high,0,0,8.399628484
海淀,2,2,82.21679264,high,1,1,8.121795629
石景山,2,1,85.78480627,middle,0,0,4.429580753
东城,2,1,75.34968072,low,1,1,9.415972503
丰台,2,1,92.05263099,high,1,0,5.037140944
丰台,2,1,78.01226437,high,1,0,4.997290234
西城,2,2,94.926975,middle,1,0,12.96218264
朝阳,2,1,55.82014395,low,1,0,6.13644948
东城,2,1,57.78633523,low,0,0,8.777072397
朝阳,2,2,92.24416761,low,1,0,5.503728801
东城,1,1,40.79288396,high,1,1,12.14995508
石景山,3,1,63.76786616,middle,0,0,3.514548436
丰台,2,1,90.41599878,low,1,0,6.208105872
丰台,2,1,96.83391735,middle,1,0,5.67052875
西城,1,1,65.92469452,middle,1,1,7.12540385
朝阳,1,1,52.12699008,low,1,0,4.289006274
丰台,3,2,123.7604195,low,0,0,4.270782503
西城,2,1,64.37189379,low,1,1,13.95923586
朝阳,2,2,85.19374481,low,1,0,10.07485277
海淀,3,2,153.4588719,high,1,0,10.04187781
丰台,2,2,95.89011621,middle,1,0,5.87475062
丰台,2,1,52.25107451,high,1,0,5.209593172
海淀,2,1,59.64150129,middle,1,1,7.360293518
丰台,1,1,66.31324631,low,0,0,4.066935436
朝阳,2,1,102.8531006,low,1,1,5.380092102
丰台,3,1,79.03090452,high,0,0,3.678572164
东城,1,0,43.76320144,low,1,1,7.036845374
石景山,1,1,58.31474864,high,0,0,4.535123124
东城,3,1,79.5030973,middle,1,1,7.953839363
丰台,1,1,72.04115975,low,1,0,4.868505599
海淀,3,2,155.6000483,low,1,1,8.320552682
朝阳,2,1,123.0019566,low,1,0,5.157007964
东城,1,1,59.45938127,middle,1,0,9.391562829
海淀,2,2,98.03709749,high,0,0,6.651793416
东城,1,1,86.65299761,low,1,0,5.554359102
朝阳,2,2,85.01953807,low,1,1,8.626606699
石景山,2,2,70.65128894,middle,0,0,3.043453436
丰台,4,1,97.6080443,high,1,0,5.084986151
海淀,2,1,62.4756323,high,1,0,6.374582616
海淀,2,1,50.94978612,low,0,0,4.654014711
丰台,3,2,170.0833026,middle,0,0,6.290132137
东城,2,1,77.17696245,middle,1,1,8.849706705
石景山,3,2,163.3210193,middle,1,0,7.188827023
丰台,1,1,48.88808077,low,1,0,4.832396527
东城,2,1,85.19405903,middle,1,0,5.804061974
朝阳,2,1,99.15234408,middle,1,0,7.58699517
海淀,3,2,229.0821863,low,1,1,6.872284382
西城,2,2,89.57639904,high,1,0,8.277280936
东城,2,1,82.34286525,high,1,0,11.93594542
西城,4,2,199.3531831,middle,1,0,11.63103146
朝阳,3,2,129.9005503,low,1,1,7.68558923
丰台,2,2,113.6016056,low,1,0,6.583146292
石景山,1,0,40.68529804,middle,1,0,3.504371099
石景山,3,2,135.245512,low,0,0,5.324302395
丰台,1,1,67.61927703,middle,0,0,4.5326493
丰台,2,1,40.13724166,low,1,0,5.031856125
海淀,2,2,100.4615686,low,0,0,5.714046822
丰台,2,2,95.05056499,low,0,0,3.468126411
海淀,2,1,71.33479527,middle,1,1,8.546157014
东城,3,2,167.6028835,middle,1,1,5.580162111
朝阳,2,2,101.9097923,middle,1,0,5.169174005
东城,3,2,161.1179057,low,1,0,9.386806108
东城,2,1,75.32814932,middle,1,0,9.565664944
丰台,1,1,72.44437387,middle,1,0,5.538722134
朝阳,3,2,166.4222818,low,1,0,4.886848314
东城,3,1,222.0443508,middle,1,0,6.691709767
海淀,2,1,81.23456556,middle,0,1,7.446139271
丰台,2,2,100.67915,high,1,0,4.601133233
西城,2,1,57.40169968,high,1,1,9.422363653
丰台,1,1,44.16738535,high,0,0,4.414921042
朝阳,3,2,114.0039805,low,1,0,7.182099719
丰台,2,2,99.27492812,middle,1,0,4.062536579
丰台,2,1,75.59212294,middle,0,0,3.625716872
朝阳,2,1,85.51313892,middle,1,0,4.282437091
丰台,3,2,152.9720589,low,1,0,4.498057568
海淀,1,1,41.41730343,low,1,0,6.966518243
朝阳,3,2,127.3101423,low,1,0,5.066093859
海淀,1,1,92.95127696,middle,1,0,6.527030069
朝阳,3,1,110.2202509,middle,1,0,3.959968161
朝阳,2,2,89.04310107,high,1,0,6.521554856
朝阳,3,2,124.3943799,low,1,0,7.318207069
海淀,2,1,128.5724481,middle,1,0,7.079452964
东城,1,1,65.3012631,high,1,1,6.086154771
朝阳,2,1,62.20352369,middle,1,0,6.032930657
丰台,2,1,75.74322631,middle,1,0,4.406539562
丰台,3,2,150.4029247,middle,1,0,4.778715629
朝阳,1,1,65.41142927,high,1,0,4.554222849
石景山,3,2,125.6894472,low,1,0,5.999473473
西城,2,1,61.5927866,high,1,1,7.725193526
东城,2,1,129.902254,low,1,0,9.329654544
朝阳,3,2,227.7493988,middle,1,0,4.337310986
丰台,4,1,169.6056684,middle,0,0,3.661490577
西城,3,1,76.80418015,high,0,1,6.66630878
海淀,3,2,135.1129651,low,0,0,4.990910947
海淀,1,0,47.33172769,high,1,0,6.964037642
西城,2,1,57.29304339,low,1,1,10.69165988
石景山,2,2,88.92921273,high,0,0,6.073040423
海淀,2,1,71.71192932,high,1,0,4.945134857
海淀,3,1,82.48966334,high,0,0,4.136089871
朝阳,2,1,89.58221283,high,1,0,5.936077206
海淀,2,1,57.5986916,high,1,1,11.53801259
海淀,2,1,89.61450914,low,1,0,3.668670914
朝阳,1,1,67.62447393,high,1,0,5.034569539
石景山,3,1,116.3681326,high,1,0,3.903240983
丰台,3,1,123.7218865,low,1,0,4.438457241
西城,3,1,114.348614,high,1,0,6.460746444
石景山,2,1,93.25234884,middle,0,0,4.692283174
西城,1,1,45.059942,middle,1,0,7.196703488
东城,2,1,71.43391512,middle,1,0,9.454092673
海淀,2,1,88.58942788,high,1,0,4.881021099
海淀,2,1,73.20497632,low,1,0,7.209819905
海淀,2,1,57.83055314,low,0,0,5.128753231
朝阳,3,2,116.6668222,high,1,0,4.074180921
东城,1,0,56.09801806,high,1,1,6.751600297
海淀,1,0,43.69000185,low,1,1,9.684267851
丰台,3,1,118.0363556,middle,1,0,3.609785589
西城,2,1,60.43756172,middle,1,1,10.70916031
石景山,2,2,101.2204405,middle,1,0,6.090419866
东城,2,1,88.50861388,high,1,1,9.055447223
西城,2,1,58.52755369,low,1,1,8.723330114
西城,1,1,38.7661155,low,1,1,8.28519565
东城,1,0,44.61051101,low,1,1,9.108493334
西城,1,1,56.11634385,low,1,1,5.390989771
西城,2,1,56.41193857,high,1,1,15.06229236
丰台,3,1,109.5918152,high,0,0,3.625899622
东城,2,1,70.41362484,middle,1,1,8.10225556
石景山,2,1,95.74035564,high,1,0,3.789671378
海淀,2,1,113.0122815,high,1,0,4.662085181
西城,2,1,82.47755892,middle,1,1,9.860982928
朝阳,2,2,109.3057782,middle,1,0,6.682845294
海淀,3,2,137.8732301,middle,0,0,6.218584578
海淀,3,1,81.86294204,high,1,1,9.757085962
朝阳,2,1,85.33934157,middle,1,0,6.471319247
丰台,2,2,91.19383451,middle,1,0,4.885721056
朝阳,3,2,152.4681161,low,1,0,5.097802395
西城,2,2,94.60074089,low,1,0,7.617169769
东城,2,1,112.450106,low,1,1,7.948396118
西城,3,1,58.20621488,middle,1,1,11.7040089
西城,3,1,146.2945577,middle,1,1,6.260207048
朝阳,3,2,106.7552751,middle,0,0,5.443105355
东城,2,2,103.2577609,middle,1,0,9.126002722
朝阳,2,1,43.5663716,low,1,0,5.794756301
西城,4,1,196.5618345,middle,1,1,7.047525776
石景山,2,2,97.73764402,middle,0,0,5.303136017
朝阳,3,2,88.96975202,high,1,0,4.56104522
朝阳,3,2,162.4451703,high,0,0,3.753525025
西城,2,1,60.59807713,low,1,1,10.21182371
朝阳,3,1,81.35864926,high,1,1,5.884410161
西城,3,2,151.6542271,middle,1,0,5.55666476
西城,2,1,60.38091422,middle,1,1,10.83149971
石景山,2,1,97.39611351,low,1,0,4.245095972
海淀,3,1,90.26322623,low,0,0,4.650816615
朝阳,1,1,83.72522722,low,1,0,4.945758119
石景山,2,1,88.28217357,low,1,0,4.670387334
丰台,1,1,48.98747337,low,1,0,5.162275664
海淀,2,1,69.42974447,high,1,1,5.866699487
石景山,3,2,141.4057053,low,0,0,5.546942956
丰台,2,2,76.57023822,middle,1,0,5.072816255
东城,1,1,55.01725557,middle,1,1,7.543240138
西城,2,1,82.86795528,high,1,0,7.272200601
朝阳,5,2,113.6794835,middle,1,1,6.954526573
海淀,3,1,70.53561882,high,1,0,7.742417384
海淀,4,2,138.3965256,high,0,1,4.664292986
西城,2,1,89.95347258,middle,1,0,14.11048917
东城,3,1,97.48786652,middle,1,0,7.940003294
西城,3,1,58.38382734,high,1,1,12.10896896
石景山,3,1,142.4825949,high,0,0,5.579636306
西城,3,2,81.56580932,high,1,0,6.892090897
西城,4,1,78.04314975,low,1,1,11.36847583
石景山,2,1,63.58557046,middle,1,0,4.105841292
海淀,2,1,63.24069945,low,1,1,8.148254546
石景山,2,1,60.84781909,middle,0,0,3.967492331
朝阳,5,2,253.3791758,low,1,0,5.889198461
石景山,2,1,58.44580943,high,1,0,3.510552822
丰台,2,1,75.23842272,low,1,0,5.709318581
朝阳,3,1,71.78954582,middle,1,0,4.400267037
丰台,3,1,118.3844713,low,1,0,4.46245742
海淀,3,2,130.6904238,middle,1,0,7.481047805
东城,2,2,127.228044,middle,1,1,9.364945205
西城,3,1,73.02485376,high,1,1,8.889675496
丰台,4,2,165.6491713,low,1,0,3.814558211
朝阳,2,1,93.51700927,high,1,0,4.684098018
东城,2,1,68.4904678,high,1,0,7.967745575
西城,3,2,128.3884281,high,1,1,7.960655161
海淀,2,1,78.98393074,middle,0,1,7.990194276
西城,2,1,66.52509912,middle,1,1,14.05415492
丰台,2,1,84.98500463,low,1,0,4.183419622
石景山,1,1,64.53904605,high,0,0,5.496402713
西城,3,1,117.9364685,high,1,1,12.72348499
丰台,2,1,75.95094341,middle,1,0,5.256632183
石景山,1,1,64.56513337,high,1,0,3.982316448
东城,3,1,217.2649822,middle,1,0,4.616606474
海淀,2,1,89.73718813,low,0,0,7.247471594
朝阳,1,1,57.19077987,low,1,0,4.869705679
石景山,1,1,45.09422109,high,0,0,3.932089083
海淀,2,1,65.65346179,middle,1,1,8.120071523
东城,4,1,216.3542888,middle,1,0,4.920484295
朝阳,3,2,153.3924197,low,1,0,6.386529755
丰台,1,0,38.32847245,high,1,0,4.254964798
东城,3,2,228.3865683,low,1,1,8.61840227
西城,1,1,55.83440985,middle,1,1,11.1181243
西城,1,1,49.75380897,middle,1,1,10.47522622
东城,2,1,56.22054734,middle,1,0,6.081243626
丰台,2,2,101.8815719,middle,1,0,4.487473716
朝阳,2,1,105.6935602,middle,1,0,6.763342539
西城,3,1,69.53609853,low,1,0,10.45228426
东城,2,1,59.90059599,high,1,0,7.168918703
丰台,2,2,95.1527899,middle,1,0,5.072026227
海淀,2,1,71.31657971,middle,1,0,8.092657119
石景山,3,2,110.612578,middle,1,0,4.827700367
石景山,2,1,57.30805311,middle,0,0,3.813016506
石景山,1,1,60.43781357,low,0,0,3.627918745
丰台,1,1,118.4384438,high,1,0,3.489901427
石景山,2,1,89.77822819,high,0,0,5.457870598
丰台,2,2,81.14966198,high,1,0,6.023566243
海淀,5,2,237.87411,low,1,1,9.114295306
石景山,2,1,57.69457515,high,1,0,4.162127868
朝阳,2,1,58.54530462,low,1,0,5.255216126
东城,1,1,44.450068,high,0,0,4.116928009
东城,1,0,48.62520915,middle,1,1,8.158844821
西城,2,1,91.38742268,high,0,0,7.148503328
丰台,2,1,92.37064592,low,1,0,4.579056801
东城,2,1,57.55122433,middle,1,1,7.933693246
东城,2,1,83.04246576,middle,1,1,9.577204445
丰台,3,2,106.1746214,low,1,0,4.618408146
丰台,2,1,71.34431355,middle,0,0,3.207721068
东城,2,1,73.43504811,low,1,0,7.848209777
石景山,1,1,63.40505477,high,0,0,4.463915535
丰台,2,1,93.69635509,low,1,0,4.482921651
海淀,2,1,62.16728172,high,1,1,9.274527405
丰台,3,1,192.6693597,high,1,0,3.808702672
东城,3,2,188.0035305,middle,1,0,7.272561851
朝阳,2,1,58.61609108,middle,1,1,5.465723904
海淀,1,1,43.1727435,middle,1,0,9.286389872
石景山,2,1,58.36119554,middle,1,0,4.580481447
朝阳,3,2,152.4767996,low,1,0,5.250439404
东城,2,1,56.62208477,middle,1,0,8.60648606
西城,2,1,90.70125596,high,1,1,8.867210095
东城,1,1,58.54678146,middle,1,0,6.345907086
石景山,2,1,75.94930983,low,1,0,4.611010497
海淀,2,1,102.7112604,low,1,1,7.097789776
石景山,1,1,72.54923633,middle,0,0,4.081878692
石景山,3,1,64.76398141,high,1,0,3.784944685
石景山,2,1,56.77372589,low,1,0,4.41337358
东城,1,1,72.65051789,middle,1,0,7.390315032
石景山,2,1,49.68526335,high,1,0,4.126793693
东城,2,1,62.57885005,middle,1,1,8.49499546
朝阳,1,0,38.37708744,high,1,0,6.092962372
石景山,3,2,105.2502596,high,0,0,5.163265136
西城,1,1,51.39110981,middle,1,1,10.60823926
丰台,2,1,85.63881697,high,1,0,5.545783633
海淀,2,1,49.52389943,low,1,0,10.35919043
石景山,3,2,168.4668985,high,0,0,5.20104315
朝阳,2,1,103.175996,low,1,0,5.321737439
西城,2,1,107.4139772,high,1,0,11.59157056
丰台,2,1,90.61067812,low,1,0,4.897925776
海淀,1,1,50.72198531,low,1,1,8.794946912
西城,3,2,146.8445233,low,1,1,10.91039276
西城,2,1,76.23289171,high,1,0,7.2890416
海淀,2,1,109.3521127,low,1,1,8.377818932
朝阳,3,2,127.6942558,high,1,0,7.131465697
朝阳,1,1,64.40675359,middle,1,0,6.053796766
海淀,4,2,189.317231,low,1,0,8.151962901
东城,3,1,120.3758207,middle,1,1,8.878682485
西城,2,1,55.41698741,middle,1,1,10.36891882
东城,3,2,132.8207934,middle,1,1,7.970139119
丰台,3,1,76.41736888,low,1,0,6.534334232
西城,1,0,37.50233753,middle,1,0,7.469958277
东城,2,1,97.44958941,high,1,0,5.762840238
海淀,5,2,238.3465424,middle,1,0,5.631722247
东城,1,1,114.6918847,middle,1,0,8.175685541
海淀,2,2,74.01828604,middle,1,1,9.539847348
丰台,3,1,152.3498874,high,0,0,2.410026017
东城,2,1,57.6678233,middle,1,0,9.895044931
东城,3,2,155.5263473,low,1,1,8.604095149
西城,3,1,117.3865959,low,0,1,10.17808991
海淀,2,1,59.00434704,high,1,0,5.742194084
丰台,2,1,105.6875835,high,0,0,4.664575153
海淀,1,0,45.36828223,low,1,0,5.8337836
海淀,3,1,78.49100981,high,1,1,8.602271083
丰台,2,1,125.9865798,high,1,0,5.60755454
东城,3,1,78.00348055,middle,1,1,7.751549475
朝阳,2,2,71.62194623,low,1,1,7.335418466
西城,4,1,126.0920811,high,0,1,6.13952723
朝阳,2,1,76.57067403,low,1,0,7.027957487
丰台,2,1,68.05557831,high,1,0,4.678669361
东城,1,1,59.94884827,low,1,1,8.70996578
石景山,2,1,57.89679368,low,1,0,3.984334057
朝阳,2,1,107.3614584,high,1,0,7.999040007
朝阳,3,2,146.3613422,high,1,0,4.990452275
西城,2,1,68.11450545,low,1,1,6.611305511
西城,2,1,75.39650114,low,1,1,11.07315798
丰台,2,1,65.75351833,low,1,0,4.449085152
海淀,3,0,75.56779659,low,1,0,7.070066567
东城,4,2,200.2947478,low,1,1,8.283610003
丰台,2,1,110.7819038,low,0,0,5.035192438
海淀,3,1,79.6478076,low,1,0,7.653567511
海淀,3,1,86.32370834,middle,1,0,7.195806956
东城,2,1,63.31101096,middle,1,0,7.014335364
东城,2,1,51.77075151,middle,1,1,9.29557534
西城,2,2,138.6946801,low,1,0,5.237722837
朝阳,2,1,56.22321471,low,1,1,6.511082938
海淀,3,2,137.5531054,high,0,0,6.382822728
朝阳,3,1,85.45454494,low,1,1,5.66298855
西城,2,1,73.3691484,low,1,1,9.214935846
丰台,2,1,78.97331303,high,0,0,2.78779358
西城,2,1,66.2023766,high,1,1,9.181318658
东城,2,1,55.95176539,middle,1,0,9.65753149
朝阳,3,2,146.0656612,middle,1,0,5.756971281
西城,1,1,51.92856745,middle,0,0,6.457127434
丰台,2,1,68.93596761,middle,1,0,5.245296288
朝阳,2,2,91.34993369,high,0,0,4.731598492
西城,2,1,86.96385547,high,1,1,7.978351279
丰台,2,1,72.79572325,low,0,0,4.074219286
石景山,3,1,68.47975672,low,1,0,4.659039014
东城,1,1,59.2230022,low,1,1,9.097220631
丰台,3,2,148.3425765,low,0,0,5.501080283
海淀,3,1,112.6358917,low,1,1,10.76145462
西城,2,1,57.07517624,high,1,1,9.734104432
西城,2,1,61.23394155,low,1,1,10.3521734
海淀,1,0,54.54648613,middle,0,1,7.205907901
石景山,1,1,69.91100558,middle,1,0,4.334357708
西城,2,1,56.73339826,low,1,1,9.984307387
丰台,2,1,85.03721624,low,1,0,3.644536297
丰台,2,1,83.30219113,low,1,0,4.17107894
丰台,2,1,96.8244702,high,0,0,4.10677727
西城,1,1,63.18356662,high,1,0,6.925082346
朝阳,2,1,64.50179256,middle,1,0,4.87665697
海淀,2,1,86.19713231,low,1,1,10.63868395
西城,2,1,50.7304972,low,1,0,7.780334893
海淀,2,1,74.22708483,low,0,1,7.002968875
丰台,2,1,123.4744411,high,1,0,4.59536269
朝阳,3,1,125.2670812,high,1,0,4.462137075
朝阳,2,1,102.8161879,middle,1,1,6.20623323
石景山,1,1,66.94179457,low,1,0,5.855429852
石景山,1,1,56.41566349,middle,0,0,3.447838556
西城,2,1,55.69969545,low,1,1,10.11535364
石景山,2,2,93.64484097,middle,1,0,5.564895474
朝阳,1,1,42.26192359,high,1,1,5.858140962
海淀,1,0,54.64641287,middle,1,0,5.167068976
西城,2,0,52.15096162,middle,1,0,9.539046083
丰台,1,0,34.11745177,low,1,0,3.928826024
东城,3,2,152.6230654,middle,1,1,7.449299007
石景山,3,1,104.910466,low,1,0,4.992046701
西城,2,1,57.73647408,high,1,1,10.63064525
丰台,3,1,114.5644169,middle,0,0,4.195821257
丰台,2,1,79.22846263,high,0,0,5.473831002
丰台,1,1,43.00007506,middle,1,0,4.512751366
东城,2,2,93.38219628,low,1,0,10.87192976
石景山,2,1,64.19901019,middle,1,0,4.650325528
丰台,1,2,81.43882235,low,1,0,3.789430487
朝阳,3,1,105.0521907,low,1,1,5.998555021
东城,1,0,63.60435744,middle,1,0,6.43437324
丰台,2,1,92.72699068,high,1,0,5.284981523
丰台,2,2,96.12702452,high,1,0,5.329974548
东城,2,1,58.79720617,low,1,1,7.362495104
海淀,3,1,69.92571917,high,1,1,8.514491667
丰台,2,1,97.88883432,low,1,1,3.784656344
石景山,2,1,53.22684438,high,0,0,3.142457331
海淀,2,1,62.95462647,high,1,0,7.252615269
丰台,4,2,198.0372118,high,1,0,4.576466433
东城,2,1,72.44569598,middle,1,0,3.334654051
丰台,2,1,59.21408587,low,1,0,6.084988387
丰台,1,0,63.17421816,high,1,0,3.978687171
丰台,1,0,47.6629073,high,1,0,4.49931123
东城,2,1,65.62201224,low,1,0,4.841695427
东城,3,2,189.2205959,low,1,1,7.742613883
东城,2,1,58.77725325,high,1,0,8.234439703
丰台,2,1,79.05578258,low,1,0,4.595049468
石景山,2,1,66.78262544,high,0,0,3.363140441
东城,1,1,46.75711356,middle,1,0,8.217647786
海淀,1,1,40.71518441,low,1,1,7.305213433
东城,3,1,108.7181295,low,1,1,11.89876466
石景山,3,1,71.62437388,high,1,0,5.223967212
东城,2,1,73.19040714,middle,1,1,9.349754018
朝阳,3,2,133.1694775,low,1,0,7.026140395
西城,2,1,62.29986778,middle,1,1,8.335589938
东城,1,1,55.33710395,high,1,1,7.315158647
海淀,2,1,86.79772895,low,1,0,5.115877638
西城,3,2,103.5209119,high,1,0,7.862528065
东城,2,1,53.02720302,low,1,1,12.06724952
丰台,2,1,115.8746607,high,1,0,5.503985325
朝阳,2,1,86.50579578,low,1,0,9.480144771
朝阳,3,2,139.7647012,middle,0,0,4.492494873
丰台,2,1,85.52953565,middle,0,0,4.089946945
石景山,2,2,82.26065887,high,1,0,2.98380835
石景山,2,1,69.52010998,high,1,0,4.388984373
海淀,2,1,80.7946595,high,1,0,7.374530885
东城,2,1,94.99702504,middle,1,0,5.599117107
石景山,3,1,60.49859859,high,1,0,4.431738941
海淀,2,1,59.14991199,high,1,1,8.673388257
海淀,3,2,122.7210719,low,0,0,7.519238629
朝阳,3,2,115.1624973,low,0,0,4.504983625
石景山,2,0,53.61720289,high,0,0,3.968285
丰台,1,1,47.03846682,high,1,0,5.470126218
东城,2,1,124.4271789,high,1,1,7.024401207
海淀,3,2,79.06730037,high,1,1,10.43145498
海淀,2,1,60.20141122,low,1,0,7.757048481
海淀,2,1,89.77938857,middle,1,1,6.202964192
朝阳,1,1,62.26678009,middle,1,0,4.052390947
朝阳,3,2,198.2784921,high,1,0,6.681767364
东城,2,1,85.43608266,middle,1,0,5.474803177
西城,3,0,58.96720518,middle,1,1,12.56339405
东城,3,1,79.76357875,middle,1,1,6.815840385
西城,2,2,106.6148259,middle,1,0,7.661294401
朝阳,3,2,148.9511991,low,1,1,5.739802588
朝阳,3,2,133.9081237,middle,1,1,8.687960561
石景山,2,1,60.03131282,high,1,0,4.002046675
丰台,2,2,90.30453342,low,1,0,4.027841607
石景山,2,1,59.95267231,high,1,0,4.350439327
朝阳,3,2,183.0733966,high,1,1,6.073616095
西城,3,1,123.3488308,high,1,1,9.172505153
东城,2,1,53.68412313,high,1,0,4.197218471
朝阳,1,1,75.61475253,high,1,0,5.466634268
东城,3,1,78.97077527,high,1,0,7.762257411
朝阳,4,2,191.2035526,low,1,0,9.048518068
丰台,2,1,79.06527985,low,1,0,4.065470625
西城,3,2,219.6687114,middle,1,1,4.129863875
丰台,3,1,95.725306,middle,1,0,5.330715464
石景山,2,1,44.00205957,middle,1,0,4.1609211
石景山,2,2,109.2336519,middle,1,0,5.842324159
朝阳,2,1,68.47077977,low,1,0,5.152884263
西城,1,1,65.42376092,middle,1,0,11.56776673
丰台,2,1,64.79062567,high,1,0,4.510580205
丰台,1,1,64.90141756,middle,0,0,3.238270041
西城,2,1,58.59145869,high,1,1,10.22211008
东城,3,2,146.3432247,low,1,0,6.789823048
海淀,2,1,64.8124458,high,1,1,8.226625438
石景山,2,1,92.60460939,middle,0,0,4.834843768
海淀,4,2,205.5731507,high,0,1,6.631779692
丰台,3,2,106.6926273,low,0,0,4.843515094
丰台,2,1,61.99289467,high,1,0,4.576307803
石景山,2,1,61.37513796,high,0,0,4.086869206
东城,1,0,56.50599029,low,1,1,7.292853999
海淀,4,2,163.5655945,low,0,0,7.725375975
东城,2,1,65.99118136,low,1,1,10.72330515
石景山,1,1,56.53060147,middle,0,0,2.384715898
